datetime,machineID,comp,fail_flag,next_replace_time,time_between_maintenance,model,age
2014-09-29T06:00:00.000000,25,comp4,1,2015-05-04T06:00:00.000000,217,model4,16
2014-11-28T06:00:00.000000,25,comp2,0,2015-02-03T06:00:00.000000,67,model4,16
2015-02-03T06:00:00.000000,25,comp2,0,2015-03-05T06:00:00.000000,30,model4,16
2015-02-03T06:00:00.000000,25,comp3,0,2015-03-20T06:00:00.000000,45,model4,16
2015-03-05T06:00:00.000000,25,comp2,1,2015-06-03T06:00:00.000000,90,model4,16
2015-03-05T06:00:00.000000,25,comp1,0,2015-04-04T06:00:00.000000,30,model4,16
2015-03-20T06:00:00.000000,25,comp3,0,2015-04-19T06:00:00.000000,30,model4,16
2015-04-04T06:00:00.000000,25,comp1,1,2015-06-03T06:00:00.000000,60,model4,16
2015-04-19T06:00:00.000000,25,comp3,0,2015-05-19T06:00:00.000000,30,model4,16
2015-05-04T06:00:00.000000,25,comp4,1,2015-08-17T06:00:00.000000,105,model4,16
2015-05-19T06:00:00.000000,25,comp3,0,2015-09-01T06:00:00.000000,105,model4,16
2015-06-03T06:00:00.000000,25,comp1,0,2015-06-18T06:00:00.000000,15,model4,16
2015-06-03T06:00:00.000000,25,comp2,1,2015-08-17T06:00:00.000000,75,model4,16
2015-06-18T06:00:00.000000,25,comp1,0,2015-07-18T06:00:00.000000,30,model4,16
2015-07-18T06:00:00.000000,25,comp1,0,2015-08-02T06:00:00.000000,15,model4,16
2015-08-02T06:00:00.000000,25,comp1,0,2015-09-16T06:00:00.000000,45,model4,16
2015-08-17T06:00:00.000000,25,comp4,1,2015-11-30T06:00:00.000000,105,model4,16
2015-08-17T06:00:00.000000,25,comp2,1,2015-10-31T06:00:00.000000,75,model4,16
2015-09-01T06:00:00.000000,25,comp3,0,2015-09-16T06:00:00.000000,15,model4,16
2015-09-16T06:00:00.000000,25,comp1,0,2015-10-01T06:00:00.000000,15,model4,16
2015-09-16T06:00:00.000000,25,comp3,0,2015-10-31T06:00:00.000000,45,model4,16
2015-10-01T06:00:00.000000,25,comp1,0,2015-12-30T06:00:00.000000,90,model4,16
2015-10-31T06:00:00.000000,25,comp3,0,2015-12-30T06:00:00.000000,60,model4,16
2014-06-01T06:00:00.000000,26,comp2,0,2015-03-07T06:00:00.000000,279,model3,3
2014-06-16T06:00:00.000000,26,comp3,0,2015-01-21T06:00:00.000000,219,model3,3
2014-10-14T06:00:00.000000,26,comp1,1,2015-04-06T06:00:00.000000,174,model3,3
2014-11-28T06:00:00.000000,26,comp4,0,2015-02-05T06:00:00.000000,69,model3,3
2015-01-21T06:00:00.000000,26,comp3,0,2015-03-22T06:00:00.000000,60,model3,3
2015-02-05T06:00:00.000000,26,comp4,0,2015-05-06T06:00:00.000000,90,model3,3
2015-03-07T06:00:00.000000,26,comp2,0,2015-05-06T06:00:00.000000,60,model3,3
2015-03-22T06:00:00.000000,26,comp3,0,2015-06-20T06:00:00.000000,90,model3,3
2015-04-06T06:00:00.000000,26,comp1,0,2015-06-05T06:00:00.000000,60,model3,3
2015-05-06T06:00:00.000000,26,comp2,0,2015-05-21T06:00:00.000000,15,model3,3
2015-05-06T06:00:00.000000,26,comp4,0,2015-06-20T06:00:00.000000,45,model3,3
2015-05-21T06:00:00.000000,26,comp2,0,2015-06-05T06:00:00.000000,15,model3,3
2015-06-05T06:00:00.000000,26,comp2,1,2015-08-19T06:00:00.000000,75,model3,3
2015-06-05T06:00:00.000000,26,comp1,0,2015-07-05T06:00:00.000000,30,model3,3
2015-06-20T06:00:00.000000,26,comp4,0,2015-07-20T06:00:00.000000,30,model3,3
2015-06-20T06:00:00.000000,26,comp3,0,2015-07-05T06:00:00.000000,15,model3,3
2015-07-05T06:00:00.000000,26,comp3,0,2015-09-18T06:00:00.000000,75,model3,3
2015-07-05T06:00:00.000000,26,comp1,1,2015-09-03T06:00:00.000000,60,model3,3
2015-07-20T06:00:00.000000,26,comp4,0,2015-08-04T06:00:00.000000,15,model3,3
2015-08-04T06:00:00.000000,26,comp4,0,2015-08-19T06:00:00.000000,15,model3,3
2015-08-19T06:00:00.000000,26,comp2,1,2015-10-18T06:00:00.000000,60,model3,3
2015-08-19T06:00:00.000000,26,comp4,0,2015-11-02T06:00:00.000000,75,model3,3
2015-09-03T06:00:00.000000,26,comp1,1,2015-11-02T06:00:00.000000,60,model3,3
2015-09-18T06:00:00.000000,26,comp3,0,2015-10-03T06:00:00.000000,15,model3,3
2015-10-03T06:00:00.000000,26,comp3,0,2015-10-18T06:00:00.000000,15,model3,3
2015-10-18T06:00:00.000000,26,comp2,1,2015-11-17T06:00:00.000000,30,model3,3
2015-11-02T06:00:00.000000,26,comp1,0,2016-01-01T06:00:00.000000,60,model3,3
2015-11-02T06:00:00.000000,26,comp4,0,2015-11-17T06:00:00.000000,15,model3,3
2015-11-17T06:00:00.000000,26,comp2,0,2015-12-02T06:00:00.000000,15,model3,3
2015-11-17T06:00:00.000000,26,comp4,0,2015-12-17T06:00:00.000000,30,model3,3
2014-08-15T06:00:00.000000,27,comp1,1,2015-01-25T06:00:00.000000,163,model3,9
2014-09-29T06:00:00.000000,27,comp4,0,2015-01-25T06:00:00.000000,118,model3,9
2014-10-29T06:00:00.000000,27,comp3,0,2015-01-10T06:00:00.000000,73,model3,9
2014-12-13T06:00:00.000000,27,comp2,1,2015-01-10T06:00:00.000000,28,model3,9
2015-01-10T06:00:00.000000,27,comp2,1,2015-02-24T06:00:00.000000,45,model3,9
2015-01-10T06:00:00.000000,27,comp3,0,2015-02-09T06:00:00.000000,30,model3,9
2015-01-25T06:00:00.000000,27,comp1,0,2015-07-09T06:00:00.000000,165,model3,9
2015-01-25T06:00:00.000000,27,comp4,0,2015-02-24T06:00:00.000000,30,model3,9
2015-02-09T06:00:00.000000,27,comp3,0,2015-04-25T06:00:00.000000,75,model3,9
2015-02-24T06:00:00.000000,27,comp4,0,2015-04-25T06:00:00.000000,60,model3,9
2015-02-24T06:00:00.000000,27,comp2,0,2015-03-11T06:00:00.000000,15,model3,9
2015-03-11T06:00:00.000000,27,comp2,0,2015-03-26T06:00:00.000000,15,model3,9
2015-03-26T06:00:00.000000,27,comp2,0,2015-06-09T06:00:00.000000,75,model3,9
2015-04-25T06:00:00.000000,27,comp3,0,2015-05-10T06:00:00.000000,15,model3,9
2015-04-25T06:00:00.000000,27,comp4,0,2015-06-24T06:00:00.000000,60,model3,9
2015-05-10T06:00:00.000000,27,comp3,0,2015-05-25T06:00:00.000000,15,model3,9
2015-05-25T06:00:00.000000,27,comp3,0,2015-06-09T06:00:00.000000,15,model3,9
2015-06-09T06:00:00.000000,27,comp2,0,2015-06-24T06:00:00.000000,15,model3,9
2015-06-09T06:00:00.000000,27,comp3,0,2015-07-09T06:00:00.000000,30,model3,9
2015-06-24T06:00:00.000000,27,comp2,0,2015-09-22T06:00:00.000000,90,model3,9
2015-06-24T06:00:00.000000,27,comp4,0,2015-08-08T06:00:00.000000,45,model3,9
2015-07-09T06:00:00.000000,27,comp3,0,2015-08-23T06:00:00.000000,45,model3,9
2015-07-09T06:00:00.000000,27,comp1,0,2015-08-08T06:00:00.000000,30,model3,9
2015-08-08T06:00:00.000000,27,comp1,0,2015-09-07T06:00:00.000000,30,model3,9
2015-08-08T06:00:00.000000,27,comp4,0,2015-10-22T06:00:00.000000,75,model3,9
2015-08-23T06:00:00.000000,27,comp3,0,2015-09-22T06:00:00.000000,30,model3,9
2015-09-07T06:00:00.000000,27,comp1,0,2015-10-22T06:00:00.000000,45,model3,9
2015-09-22T06:00:00.000000,27,comp3,0,2015-11-06T06:00:00.000000,45,model3,9
2015-09-22T06:00:00.000000,27,comp2,0,2015-10-07T06:00:00.000000,15,model3,9
2015-10-22T06:00:00.000000,27,comp4,0,2015-11-21T06:00:00.000000,30,model3,9
2015-10-22T06:00:00.000000,27,comp1,0,2015-11-06T06:00:00.000000,15,model3,9
2015-11-06T06:00:00.000000,27,comp3,0,2015-12-06T06:00:00.000000,30,model3,9
2015-11-21T06:00:00.000000,27,comp4,0,2015-12-06T06:00:00.000000,15,model3,9
2015-12-06T06:00:00.000000,27,comp4,0,2015-12-21T06:00:00.000000,15,model3,9
2014-06-16T06:00:00.000000,28,comp1,1,2015-05-01T06:00:00.000000,319,model4,1
2014-07-01T06:00:00.000000,28,comp3,0,2015-04-16T06:00:00.000000,289,model4,1
2014-09-14T06:00:00.000000,28,comp4,0,2015-03-02T06:00:00.000000,169,model4,1
2014-09-29T06:00:00.000000,28,comp2,0,2015-01-31T06:00:00.000000,124,model4,1
2015-01-31T06:00:00.000000,28,comp2,0,2015-02-15T06:00:00.000000,15,model4,1
2015-02-15T06:00:00.000000,28,comp2,1,2015-03-17T06:00:00.000000,30,model4,1
2015-03-02T06:00:00.000000,28,comp4,0,2015-05-31T06:00:00.000000,90,model4,1
2015-03-17T06:00:00.000000,28,comp2,0,2015-04-01T06:00:00.000000,15,model4,1
2015-04-01T06:00:00.000000,28,comp2,1,2015-06-15T06:00:00.000000,75,model4,1
2015-04-16T06:00:00.000000,28,comp3,0,2015-05-16T06:00:00.000000,30,model4,1
2015-05-01T06:00:00.000000,28,comp1,0,2015-05-16T06:00:00.000000,15,model4,1
2015-05-16T06:00:00.000000,28,comp1,0,2015-05-31T06:00:00.000000,15,model4,1
2015-05-16T06:00:00.000000,28,comp3,0,2015-06-15T06:00:00.000000,30,model4,1
2015-05-31T06:00:00.000000,28,comp4,0,2015-06-30T06:00:00.000000,30,model4,1
2015-05-31T06:00:00.000000,28,comp1,1,2015-08-14T06:00:00.000000,75,model4,1
2015-06-15T06:00:00.000000,28,comp3,0,2015-08-14T06:00:00.000000,60,model4,1
2015-06-30T06:00:00.000000,28,comp4,0,2015-07-15T06:00:00.000000,15,model4,1
2015-07-15T06:00:00.000000,28,comp4,0,2015-07-30T06:00:00.000000,15,model4,1
2015-07-30T06:00:00.000000,28,comp4,0,2015-09-13T06:00:00.000000,45,model4,1
2015-08-14T06:00:00.000000,28,comp1,0,2015-10-13T06:00:00.000000,60,model4,1
2015-08-14T06:00:00.000000,28,comp3,0,2015-11-27T06:00:00.000000,105,model4,1
2015-09-13T06:00:00.000000,28,comp4,0,2015-09-28T06:00:00.000000,15,model4,1
2015-09-28T06:00:00.000000,28,comp4,0,2015-10-28T06:00:00.000000,30,model4,1
2015-10-13T06:00:00.000000,28,comp1,1,2015-12-27T06:00:00.000000,75,model4,1
2015-10-28T06:00:00.000000,28,comp4,0,2015-11-27T06:00:00.000000,30,model4,1
2015-11-27T06:00:00.000000,28,comp4,0,2015-12-12T06:00:00.000000,15,model4,1
2015-12-12T06:00:00.000000,28,comp4,0,2015-12-27T06:00:00.000000,15,model4,1
2014-07-16T06:00:00.000000,29,comp3,0,2015-01-17T06:00:00.000000,185,model4,3
2014-08-15T06:00:00.000000,29,comp4,0,2015-03-18T06:00:00.000000,215,model4,3
2014-10-29T06:00:00.000000,29,comp1,1,2015-03-03T06:00:00.000000,125,model4,3
2014-12-28T06:00:00.000000,29,comp2,0,2015-01-02T06:00:00.000000,5,model4,3
2015-01-02T06:00:00.000000,29,comp2,0,2015-02-16T06:00:00.000000,45,model4,3
2015-01-17T06:00:00.000000,29,comp3,0,2015-02-01T06:00:00.000000,15,model4,3
2015-02-01T06:00:00.000000,29,comp3,0,2015-03-03T06:00:00.000000,30,model4,3
2015-02-16T06:00:00.000000,29,comp2,0,2015-05-02T06:00:00.000000,75,model4,3
2015-03-03T06:00:00.000000,29,comp1,0,2015-06-16T06:00:00.000000,105,model4,3
2015-03-03T06:00:00.000000,29,comp3,0,2015-04-17T06:00:00.000000,45,model4,3
2015-03-18T06:00:00.000000,29,comp4,0,2015-04-02T06:00:00.000000,15,model4,3
2015-04-02T06:00:00.000000,29,comp4,0,2015-06-01T06:00:00.000000,60,model4,3
2015-04-17T06:00:00.000000,29,comp3,0,2015-07-16T06:00:00.000000,90,model4,3
2015-05-02T06:00:00.000000,29,comp2,0,2015-06-01T06:00:00.000000,30,model4,3
2015-06-01T06:00:00.000000,29,comp2,0,2015-08-15T06:00:00.000000,75,model4,3
2015-06-01T06:00:00.000000,29,comp4,0,2015-07-31T06:00:00.000000,60,model4,3
2015-06-16T06:00:00.000000,29,comp1,0,2015-07-01T06:00:00.000000,15,model4,3
2015-07-01T06:00:00.000000,29,comp1,0,2015-07-16T06:00:00.000000,15,model4,3
2015-07-16T06:00:00.000000,29,comp3,0,2015-07-31T06:00:00.000000,15,model4,3
2015-07-16T06:00:00.000000,29,comp1,0,2015-10-29T06:00:00.000000,105,model4,3
2015-07-31T06:00:00.000000,29,comp3,0,2015-10-14T06:00:00.000000,75,model4,3
2015-07-31T06:00:00.000000,29,comp4,0,2015-10-14T06:00:00.000000,75,model4,3
2015-08-15T06:00:00.000000,29,comp2,0,2015-08-30T06:00:00.000000,15,model4,3
2015-08-30T06:00:00.000000,29,comp2,0,2015-09-29T06:00:00.000000,30,model4,3
2015-09-29T06:00:00.000000,29,comp2,1,2015-11-28T06:00:00.000000,60,model4,3
2015-10-14T06:00:00.000000,29,comp4,0,2015-12-13T06:00:00.000000,60,model4,3
2015-10-14T06:00:00.000000,29,comp3,0,2015-11-13T06:00:00.000000,30,model4,3
2015-11-13T06:00:00.000000,29,comp3,0,2015-11-28T06:00:00.000000,15,model4,3
2015-11-28T06:00:00.000000,29,comp3,0,2015-12-28T06:00:00.000000,30,model4,3
2015-11-28T06:00:00.000000,29,comp2,0,2015-12-13T06:00:00.000000,15,model4,3
2014-07-01T06:00:00.000000,30,comp1,0,2015-11-05T06:00:00.000000,492,model3,20
2014-07-01T06:00:00.000000,30,comp4,1,2015-01-09T06:00:00.000000,192,model3,20
2014-07-31T06:00:00.000000,30,comp3,0,2015-03-10T06:00:00.000000,222,model3,20
2014-11-28T06:00:00.000000,30,comp2,0,2015-02-08T06:00:00.000000,72,model3,20
2015-01-09T06:00:00.000000,30,comp4,0,2015-01-24T06:00:00.000000,15,model3,20
2015-01-24T06:00:00.000000,30,comp4,0,2015-02-08T06:00:00.000000,15,model3,20
2015-02-08T06:00:00.000000,30,comp2,0,2015-02-23T06:00:00.000000,15,model3,20
2015-02-08T06:00:00.000000,30,comp4,1,2015-03-25T06:00:00.000000,45,model3,20
2015-02-23T06:00:00.000000,30,comp2,0,2015-04-09T06:00:00.000000,45,model3,20
2015-03-10T06:00:00.000000,30,comp3,0,2015-04-09T06:00:00.000000,30,model3,20
2015-03-25T06:00:00.000000,30,comp4,0,2015-04-24T06:00:00.000000,30,model3,20
2015-04-09T06:00:00.000000,30,comp3,0,2015-05-24T06:00:00.000000,45,model3,20
2015-04-09T06:00:00.000000,30,comp2,0,2015-06-08T06:00:00.000000,60,model3,20
2015-04-24T06:00:00.000000,30,comp4,0,2015-05-09T06:00:00.000000,15,model3,20
2015-05-09T06:00:00.000000,30,comp4,0,2015-05-24T06:00:00.000000,15,model3,20
2015-05-24T06:00:00.000000,30,comp4,0,2015-06-08T06:00:00.000000,15,model3,20
2015-05-24T06:00:00.000000,30,comp3,0,2015-06-23T06:00:00.000000,30,model3,20
2015-06-08T06:00:00.000000,30,comp2,0,2015-06-23T06:00:00.000000,15,model3,20
2015-06-08T06:00:00.000000,30,comp4,1,2015-08-07T06:00:00.000000,60,model3,20
2015-06-23T06:00:00.000000,30,comp2,0,2015-07-08T06:00:00.000000,15,model3,20
2015-06-23T06:00:00.000000,30,comp3,0,2015-10-06T06:00:00.000000,105,model3,20
2015-07-08T06:00:00.000000,30,comp2,1,2015-08-07T06:00:00.000000,30,model3,20
2015-08-07T06:00:00.000000,30,comp4,0,2015-08-22T06:00:00.000000,15,model3,20
2015-08-07T06:00:00.000000,30,comp2,0,2015-09-06T06:00:00.000000,30,model3,20
2015-08-22T06:00:00.000000,30,comp4,0,2015-09-06T06:00:00.000000,15,model3,20
2015-09-06T06:00:00.000000,30,comp4,0,2015-09-21T06:00:00.000000,15,model3,20
2015-09-06T06:00:00.000000,30,comp2,0,2015-12-05T06:00:00.000000,90,model3,20
2015-09-21T06:00:00.000000,30,comp4,0,2015-10-06T06:00:00.000000,15,model3,20
2015-10-06T06:00:00.000000,30,comp4,1,2015-12-05T06:00:00.000000,60,model3,20
2015-10-06T06:00:00.000000,30,comp3,0,2015-10-21T06:00:00.000000,15,model3,20
2015-10-21T06:00:00.000000,30,comp3,0,2015-11-20T06:00:00.000000,30,model3,20
2015-12-05T06:00:00.000000,30,comp4,0,2015-12-20T06:00:00.000000,15,model3,20
2015-12-05T06:00:00.000000,30,comp2,0,2015-12-20T06:00:00.000000,15,model3,20
2014-07-16T06:00:00.000000,31,comp1,0,2015-01-22T06:00:00.000000,190,model1,11
2014-08-15T06:00:00.000000,31,comp2,0,2015-02-06T06:00:00.000000,175,model1,11
2014-08-15T06:00:00.000000,31,comp4,0,2015-02-21T06:00:00.000000,190,model1,11
2014-09-29T06:00:00.000000,31,comp3,1,2015-03-23T06:00:00.000000,175,model1,11
2015-01-22T06:00:00.000000,31,comp1,1,2015-05-22T06:00:00.000000,120,model1,11
2015-02-06T06:00:00.000000,31,comp2,0,2015-07-21T06:00:00.000000,165,model1,11
2015-02-21T06:00:00.000000,31,comp4,0,2015-03-08T06:00:00.000000,15,model1,11
2015-03-08T06:00:00.000000,31,comp4,0,2015-04-07T06:00:00.000000,30,model1,11
2015-03-23T06:00:00.000000,31,comp3,0,2015-04-07T06:00:00.000000,15,model1,11
2015-04-07T06:00:00.000000,31,comp4,0,2015-05-07T06:00:00.000000,30,model1,11
2015-04-07T06:00:00.000000,31,comp3,0,2015-04-22T06:00:00.000000,15,model1,11
2015-04-22T06:00:00.000000,31,comp3,1,2015-07-06T06:00:00.000000,75,model1,11
2015-05-07T06:00:00.000000,31,comp4,0,2015-05-22T06:00:00.000000,15,model1,11
2015-05-22T06:00:00.000000,31,comp4,0,2015-06-06T06:00:00.000000,15,model1,11
2015-05-22T06:00:00.000000,31,comp1,0,2015-06-21T06:00:00.000000,30,model1,11
2015-06-06T06:00:00.000000,31,comp4,0,2015-06-21T06:00:00.000000,15,model1,11
2015-06-21T06:00:00.000000,31,comp4,0,2015-08-20T06:00:00.000000,60,model1,11
2015-06-21T06:00:00.000000,31,comp1,0,2015-07-06T06:00:00.000000,15,model1,11
2015-07-06T06:00:00.000000,31,comp1,0,2015-08-05T06:00:00.000000,30,model1,11
2015-07-06T06:00:00.000000,31,comp3,1,2015-09-04T06:00:00.000000,60,model1,11
2015-07-21T06:00:00.000000,31,comp2,0,2015-08-20T06:00:00.000000,30,model1,11
2015-08-05T06:00:00.000000,31,comp1,1,2015-11-18T06:00:00.000000,105,model1,11
2015-08-20T06:00:00.000000,31,comp4,0,2015-09-19T06:00:00.000000,30,model1,11
2015-08-20T06:00:00.000000,31,comp2,1,2015-10-19T06:00:00.000000,60,model1,11
2015-09-04T06:00:00.000000,31,comp3,1,2015-11-18T06:00:00.000000,75,model1,11
2015-09-19T06:00:00.000000,31,comp4,0,2015-11-03T06:00:00.000000,45,model1,11
2015-10-19T06:00:00.000000,31,comp2,0,2015-11-03T06:00:00.000000,15,model1,11
2015-11-18T06:00:00.000000,31,comp1,0,2015-12-18T06:00:00.000000,30,model1,11
2014-07-31T06:00:00.000000,32,comp3,0,2015-03-11T06:00:00.000000,223,model4,15
2014-09-14T06:00:00.000000,32,comp1,1,2015-01-10T06:00:00.000000,118,model4,15
2014-10-14T06:00:00.000000,32,comp4,1,2015-02-09T06:00:00.000000,118,model4,15
2014-12-13T06:00:00.000000,32,comp2,0,2015-02-24T06:00:00.000000,73,model4,15
2015-01-10T06:00:00.000000,32,comp1,0,2015-01-25T06:00:00.000000,15,model4,15
2015-01-25T06:00:00.000000,32,comp1,1,2015-03-11T06:00:00.000000,45,model4,15
2015-02-09T06:00:00.000000,32,comp4,0,2015-02-24T06:00:00.000000,15,model4,15
2015-02-24T06:00:00.000000,32,comp4,1,2015-04-10T06:00:00.000000,45,model4,15
2015-02-24T06:00:00.000000,32,comp2,1,2015-05-10T06:00:00.000000,75,model4,15
2015-03-11T06:00:00.000000,32,comp3,0,2015-06-09T06:00:00.000000,90,model4,15
2015-03-11T06:00:00.000000,32,comp1,0,2015-04-10T06:00:00.000000,30,model4,15
2015-04-10T06:00:00.000000,32,comp4,1,2015-06-24T06:00:00.000000,75,model4,15
2015-04-10T06:00:00.000000,32,comp1,0,2015-04-25T06:00:00.000000,15,model4,15
2015-04-25T06:00:00.000000,32,comp1,0,2015-05-25T06:00:00.000000,30,model4,15
2015-05-10T06:00:00.000000,32,comp2,1,2015-06-24T06:00:00.000000,45,model4,15
2015-05-25T06:00:00.000000,32,comp1,1,2015-08-08T06:00:00.000000,75,model4,15
2015-06-09T06:00:00.000000,32,comp3,0,2015-07-09T06:00:00.000000,30,model4,15
2015-06-24T06:00:00.000000,32,comp2,0,2015-07-09T06:00:00.000000,15,model4,15
2015-06-24T06:00:00.000000,32,comp4,1,2015-09-22T06:00:00.000000,90,model4,15
2015-07-09T06:00:00.000000,32,comp3,0,2015-09-07T06:00:00.000000,60,model4,15
2015-07-09T06:00:00.000000,32,comp2,0,2015-07-24T06:00:00.000000,15,model4,15
2015-07-24T06:00:00.000000,32,comp2,0,2015-08-23T06:00:00.000000,30,model4,15
2015-08-08T06:00:00.000000,32,comp1,1,2015-11-06T06:00:00.000000,90,model4,15
2015-08-23T06:00:00.000000,32,comp2,0,2015-09-07T06:00:00.000000,15,model4,15
2015-09-07T06:00:00.000000,32,comp3,0,2015-09-22T06:00:00.000000,15,model4,15
2015-09-22T06:00:00.000000,32,comp4,0,2015-10-07T06:00:00.000000,15,model4,15
2015-09-22T06:00:00.000000,32,comp3,0,2015-12-06T06:00:00.000000,75,model4,15
2015-11-06T06:00:00.000000,32,comp1,0,2015-11-21T06:00:00.000000,15,model4,15
2015-11-21T06:00:00.000000,32,comp1,0,2015-12-21T06:00:00.000000,30,model4,15
2015-12-06T06:00:00.000000,32,comp3,0,2015-12-21T06:00:00.000000,15,model4,15
2014-08-30T06:00:00.000000,33,comp2,0,2015-03-02T06:00:00.000000,184,model3,14
2014-09-14T06:00:00.000000,33,comp1,1,2015-01-31T06:00:00.000000,139,model3,14
2014-10-14T06:00:00.000000,33,comp4,1,2015-01-31T06:00:00.000000,109,model3,14
2014-11-28T06:00:00.000000,33,comp3,0,2015-02-15T06:00:00.000000,79,model3,14
2015-01-31T06:00:00.000000,33,comp1,0,2015-02-15T06:00:00.000000,15,model3,14
2015-01-31T06:00:00.000000,33,comp4,1,2015-04-01T06:00:00.000000,60,model3,14
2015-02-15T06:00:00.000000,33,comp3,0,2015-04-16T06:00:00.000000,60,model3,14
2015-02-15T06:00:00.000000,33,comp1,0,2015-07-30T06:00:00.000000,165,model3,14
2015-03-02T06:00:00.000000,33,comp2,0,2015-03-17T06:00:00.000000,15,model3,14
2015-03-17T06:00:00.000000,33,comp2,0,2015-04-01T06:00:00.000000,15,model3,14
2015-04-01T06:00:00.000000,33,comp4,1,2015-06-15T06:00:00.000000,75,model3,14
2015-04-01T06:00:00.000000,33,comp2,1,2015-05-01T06:00:00.000000,30,model3,14
2015-04-16T06:00:00.000000,33,comp3,0,2015-08-29T06:00:00.000000,135,model3,14
2015-05-01T06:00:00.000000,33,comp2,1,2015-05-31T06:00:00.000000,30,model3,14
2015-05-31T06:00:00.000000,33,comp2,0,2015-07-15T06:00:00.000000,45,model3,14
2015-06-15T06:00:00.000000,33,comp4,0,2015-07-15T06:00:00.000000,30,model3,14
2015-07-15T06:00:00.000000,33,comp4,1,2015-08-29T06:00:00.000000,45,model3,14
2015-07-15T06:00:00.000000,33,comp2,1,2015-09-28T06:00:00.000000,75,model3,14
2015-07-30T06:00:00.000000,33,comp1,1,2015-11-27T06:00:00.000000,120,model3,14
2015-08-29T06:00:00.000000,33,comp3,0,2015-09-13T06:00:00.000000,15,model3,14
2015-09-13T06:00:00.000000,33,comp3,0,2015-11-12T06:00:00.000000,60,model3,14
2015-09-28T06:00:00.000000,33,comp2,0,2015-10-13T06:00:00.000000,15,model3,14
2015-10-13T06:00:00.000000,33,comp2,0,2015-11-12T06:00:00.000000,30,model3,14
2015-11-12T06:00:00.000000,33,comp2,0,2015-11-27T06:00:00.000000,15,model3,14
2015-11-12T06:00:00.000000,33,comp3,0,2015-12-12T06:00:00.000000,30,model3,14
2015-11-27T06:00:00.000000,33,comp2,0,2015-12-12T06:00:00.000000,15,model3,14
2015-12-12T06:00:00.000000,33,comp2,0,2015-12-27T06:00:00.000000,15,model3,14
2014-06-16T06:00:00.000000,34,comp4,0,2015-01-31T06:00:00.000000,229,model4,10
2014-07-31T06:00:00.000000,34,comp1,0,2015-01-01T06:00:00.000000,154,model4,10
2014-09-14T06:00:00.000000,34,comp2,0,2015-01-01T06:00:00.000000,109,model4,10
2014-09-29T06:00:00.000000,34,comp3,0,2015-02-15T06:00:00.000000,139,model4,10
2015-01-01T06:00:00.000000,34,comp1,1,2015-04-16T06:00:00.000000,105,model4,10
2015-01-01T06:00:00.000000,34,comp2,0,2015-07-30T06:00:00.000000,210,model4,10
2015-01-31T06:00:00.000000,34,comp4,0,2015-03-17T06:00:00.000000,45,model4,10
2015-02-15T06:00:00.000000,34,comp3,0,2015-03-02T06:00:00.000000,15,model4,10
2015-03-02T06:00:00.000000,34,comp3,0,2015-05-01T06:00:00.000000,60,model4,10
2015-03-17T06:00:00.000000,34,comp4,0,2015-04-01T06:00:00.000000,15,model4,10
2015-04-01T06:00:00.000000,34,comp4,0,2015-05-16T06:00:00.000000,45,model4,10
2015-04-16T06:00:00.000000,34,comp1,0,2015-07-30T06:00:00.000000,105,model4,10
2015-05-01T06:00:00.000000,34,comp3,0,2015-05-16T06:00:00.000000,15,model4,10
2015-05-16T06:00:00.000000,34,comp3,0,2015-05-31T06:00:00.000000,15,model4,10
2015-05-16T06:00:00.000000,34,comp4,0,2015-05-31T06:00:00.000000,15,model4,10
2015-05-31T06:00:00.000000,34,comp4,0,2015-06-15T06:00:00.000000,15,model4,10
2015-05-31T06:00:00.000000,34,comp3,0,2015-08-14T06:00:00.000000,75,model4,10
2015-06-15T06:00:00.000000,34,comp4,0,2015-08-29T06:00:00.000000,75,model4,10
2015-07-30T06:00:00.000000,34,comp1,0,2015-08-14T06:00:00.000000,15,model4,10
2015-07-30T06:00:00.000000,34,comp2,1,2015-10-28T06:00:00.000000,90,model4,10
2015-08-14T06:00:00.000000,34,comp3,0,2015-08-29T06:00:00.000000,15,model4,10
2015-08-14T06:00:00.000000,34,comp1,0,2015-09-28T06:00:00.000000,45,model4,10
2015-08-29T06:00:00.000000,34,comp3,0,2015-09-13T06:00:00.000000,15,model4,10
2015-08-29T06:00:00.000000,34,comp4,0,2015-11-27T06:00:00.000000,90,model4,10
2015-09-13T06:00:00.000000,34,comp3,0,2015-11-12T06:00:00.000000,60,model4,10
2015-09-28T06:00:00.000000,34,comp1,1,2015-11-12T06:00:00.000000,45,model4,10
2015-10-28T06:00:00.000000,34,comp2,0,2015-12-12T06:00:00.000000,45,model4,10
2015-12-12T06:00:00.000000,34,comp2,0,2015-12-27T06:00:00.000000,15,model4,10
2014-06-16T06:00:00.000000,35,comp4,1,2015-01-06T06:00:00.000000,204,model1,17
2014-07-31T06:00:00.000000,35,comp2,0,2015-03-07T06:00:00.000000,219,model1,17
2014-10-14T06:00:00.000000,35,comp3,1,2015-02-05T06:00:00.000000,114,model1,17
2014-12-13T06:00:00.000000,35,comp1,0,2015-02-20T06:00:00.000000,69,model1,17
2015-01-06T06:00:00.000000,35,comp4,1,2015-03-22T06:00:00.000000,75,model1,17
2015-02-05T06:00:00.000000,35,comp3,1,2015-04-06T06:00:00.000000,60,model1,17
2015-02-20T06:00:00.000000,35,comp1,0,2015-03-07T06:00:00.000000,15,model1,17
